file_year,category,rank,name,year,high_school,city_state,position,totalpoints,pointspergame,totaltdnum,fgmade,patkickingmade,safeties,gamesplayed
2019,"offense,scoring",225,Trey Benson,Senior,"St. Joseph (Greenville, MS)","(Greenville, MS)","TB, FS",184,14.2,28,,,,13
2019,"offense,scoring",226,Dephabian Fant,Senior,"Amanda Elzy (Greenwood, MS)","(Greenwood, MS)",,184,14.2,30,,,,13
2019,"offense,scoring",227,Xaylon Falls,Senior,"Harmony Grove (Camden, AR)","(Camden, AR)","RB, CB",184,14.2,27,,,,13
2019,"offense,scoring",228,Jacob DuRocher,Junior,Rochester (IL),(IL),"RB, OLB",184,13.1,30,,,,14
2019,"offense,scoring",229,Omari Arnold,Sophomore,"Brooks County (Quitman, GA)","(Quitman, GA)","RB, QB",184,12.3,30,,,,15
2019,"offense,scoring",230,Jaxson Beach,Senior,"Lafayette (Mayo, FL)","(Mayo, FL)","QB, FS",183,16.6,23,2,35,,11
2019,"offense,scoring",231,Jose Devoux,Junior,Holtville (CA),(CA),"RB, WR",182,18.2,30,,,,10
2019,"offense,scoring",232,Isaac Torres,Junior,"Piner (Santa Rosa, CA)","(Santa Rosa, CA)","WR, C",182,16.5,23,6,20,,11
2019,"offense,scoring",233,Denim Cook,Sophomore,"St. Teresa (Decatur, IL)","(Decatur, IL)","RB, NG",182,15.2,30,,,,12
2019,"offense,scoring",234,Valdarion Fowler,Senior,Newton (TX),(TX),"RB, CB",182,15.2,25,,,,12
2019,"offense,scoring",235,Na?hiem Lilly,Sophomore,Randleman (NC),(NC),"RB, SS",182,14.0,30,,,,13
2019,"offense,scoring",236,Jalan January,Senior,"Bishop Hartley (Columbus, OH)","(Columbus, OH)","RB, CB",182,13.0,30,,,,14
2019,"offense,scoring",237,Jun Ahn,Senior,"Sunny Hills (Fullerton, CA)","(Fullerton, CA)","RB, DB",182,12.1,30,,,,15
2019,"offense,scoring",238,Damir Collins,Junior,"Jefferson (Portland, OR)","(Portland, OR)","RB, SB",180,18.0,30,,,,10
2019,"offense,scoring",239,Frank Brown jr,Senior,"Sterling (Houston, TX)","(Houston, TX)","RB, WR",180,18.0,30,,,,10
2019,"offense,scoring",240,Aidan Hauser,Senior,Wellsboro (PA),(PA),"RB, DB",180,18.0,30,,,,10
2019,"offense,scoring",241,Sam Beers,Freshman,"Air Academy (US Air Force Academy, CO)","(US Air Force Academy, CO)",RB,180,18.0,30,,,,10
2019,"offense,scoring",242,Clayton Marengi,Senior,Lynnfield (MA),(MA),"QB, ATH",180,16.4,30,,,,11
2019,"offense,scoring",243,Nathan Quattlebaum,Senior,"Bruceville-Eddy (Eddy, TX)","(Eddy, TX)","RB, OLB",180,16.4,30,,,,11
2019,"offense,scoring",244,Hagan Edge,Senior,"Owensboro Catholic (Owensboro, KY)","(Owensboro, KY)","WR, SS",180,15.0,30,,,,12
2019,"offense,scoring",245,Isaiah Harris,Senior,"Millard South (Omaha, NE)","(Omaha, NE)","RB, OLB",180,15.0,30,,,,12
2019,"offense,scoring",246,Azariah Israel,Junior,"George Rogers Clark (Winchester, KY)","(Winchester, KY)","RB, SB",180,15.0,30,,,,12
2019,"offense,scoring",247,Colton Plunk,Junior,"East Union (Blue Springs, MS)","(Blue Springs, MS)","RB, OLB",180,15.0,29,,,,12
2019,"offense,scoring",248,Dillon Johnson,Senior,"St. Joseph (Greenville, MS)","(Greenville, MS)","TB, OLB",180,13.8,26,,,,13
2019,"offense,scoring",249,Nicholas Albert,Senior,"La Jolla Country Day (La Jolla, CA)","(La Jolla, CA)","RB, LB",180,13.8,29,,,,13
2019,"offense,scoring",250,Colton Miller,Junior,"Warwick (Lititz, PA)","(Lititz, PA)",,180,13.8,30,,,0,13
2019,"offense,scoring",151,Eddie Allain,Sophomore,"Norte Vista (Riverside, CA)","(Riverside, CA)","RB, SB",198,16.5,33,,,,12
2019,"offense,scoring",152,Dylan Campbell,Senior,"Strake Jesuit (Houston, TX)","(Houston, TX)",,198,16.5,33,,,,12
2019,"offense,scoring",153,Qwontrel Walker,Junior,Stillwater (OK),(OK),"RB, WR",198,16.5,33,,,,12
2019,"offense,scoring",154,Dorian Clark,Senior,"Terry Sanford (Fayetteville, NC)","(Fayetteville, NC)",RB,198,14.1,33,,,,14
2019,"offense,scoring",155,Lex Hooper,Junior,Robbinsville (NC),(NC),RB,198,13.2,33,,,,15
2019,"offense,scoring",156,GABE CONANT,Senior,"Adams Central (Hastings, NE)","(Hastings, NE)","RB, DB",197,17.9,32,,1,,11
2019,"offense,scoring",157,Austin Scott,Senior,"McNairy Central (Selmer, TN)","(Selmer, TN)","RB, LB",196,19.6,32,,,,10
2019,"offense,scoring",158,Devin Wills,Senior,Mascoutah (IL),(IL),"RB, MLB",196,17.8,32,,,,11
2019,"offense,scoring",159,Braeton Vann,Senior,"Boone Grove (Valparaiso, IN)","(Valparaiso, IN)","RB, CB",196,17.8,32,,,,11
2019,"offense,scoring",160,Tyler Buchner,Junior,"Bishop's (La Jolla, CA)","(La Jolla, CA)","QB, FS",196,15.1,28,,,,13
2019,"offense,scoring",161,Josh Kaste,Senior,"Lincoln Christian (Tulsa, OK)","(Tulsa, OK)","SS, RB",196,14.0,32,,,,14
2019,"offense,scoring",162,Tanner Hollens,Senior,"Columbine (Littleton, CO)","(Littleton, CO)",RB,196,14.0,32,,,,14
2019,"offense,scoring",163,Kaden Christensen,Senior,Escalon (CA),(CA),"RB, FS",196,13.1,32,,,,15
2019,"offense,scoring",164,Bryce Krone,Senior,Bonner Springs (KS),(KS),"MLB, RB",194,19.4,32,,,,10
2019,"offense,scoring",165,Eli Kirkpatrick,Senior,Attica (IN),(IN),"QB, OLB",194,17.6,30,,,0,11
2019,"offense,scoring",166,Kenny Tracy,Senior,"Decatur Central (Indianapolis, IN)","(Indianapolis, IN)","RB, SS",194,17.6,32,,,,11
2019,"offense,scoring",167,Kemari Mcgowan,Senior,"Middle Tennessee Christian (Murfreesboro, TN)","(Murfreesboro, TN)","RB, S",194,17.6,30,,,,11
2019,"offense,scoring",168,Arlen  Harris Jr.,Sophomore,"Lutheran (St. Peters, MO)","(St. Peters, MO)","RB, ATH",194,14.9,32,,,,13
2019,"offense,scoring",169,Kourtlan Marsh,Senior,"Mortimer Jordan (Kimberly, AL)","(Kimberly, AL)","QB, CB",194,13.9,32,,,,14
2019,"offense,scoring",170,Hank Beatty,Sophomore,Rochester (IL),(IL),"QB, WR",194,13.9,32,,,,14
2019,"offense,scoring",171,Holden Willis,Senior,Greenback (TN),(TN),"WR, FS",194,12.9,32,,,,15
2019,"offense,scoring",172,Truitt Tollett,Senior,"Shiloh Christian (Springdale, AR)","(Springdale, AR)","WR, FS",194,12.9,32,,,0,15
2019,"offense,scoring",173,Kayden Myers,Senior,Ava (MO),(MO),"FB, LB",193,12.9,28,,1,,15
2019,"offense,scoring",174,Da'wain Lofton,Junior,"North Side (Fort Worth, TX)","(Fort Worth, TX)","WR, FS",192,19.2,32,,,,10
2019,"offense,scoring",175,Andrew Lujan,Senior,Estancia (NM),(NM),,192,19.2,27,,,,10
2019,"offense,scoring",176,Levi Warfel,Senior,Rifle (CO),(CO),"RB, OLB",192,17.5,32,,,,11
2019,"offense,scoring",177,Zaraivion Armendarez,Junior,Raymondville (TX),(TX),"WR, CB",192,17.5,32,,,,11
2019,"offense,scoring",178,Robert Barlow jr,Senior,Dinwiddie (VA),(VA),"WR, CB",192,17.5,32,,,,11
2019,"offense,scoring",179,Jason Rodriguez,Junior,Queensbury (NY),(NY),"RB, DB",192,17.5,32,,,,11
2019,"offense,scoring",180,Malcolm Wilson jr,Senior,"North Rowan (Spencer, NC)","(Spencer, NC)",RB,192,17.5,29,,,,11
2019,"offense,scoring",181,Korbin Cox,Junior,Jones (OK),(OK),RB,192,16.0,32,,,,12
2019,"offense,scoring",182,Billy Beach,Senior,"Shenendehowa (Clifton Park, NY)","(Clifton Park, NY)",RB,192,16.0,32,,,,12
2019,"offense,scoring",183,Ashton Hayes,Sophomore,"Damonte Ranch (Reno, NV)","(Reno, NV)","RB, SB",192,14.8,32,,,,13
2019,"offense,scoring",184,Joe Murray,Senior,"Lake Braddock (Burke, VA)","(Burke, VA)","RB, OLB",192,14.8,31,,,,13
2019,"offense,scoring",185,Kaleb Brown,Sophomore,"St. Rita (Chicago, IL)","(Chicago, IL)","RB, WR",192,13.7,32,,,,14
2019,"offense,scoring",186,Grant Ripperda,Senior,Williamsville (IL),(IL),"RB, DE",192,13.7,32,,,,14
2019,"offense,scoring",187,Joseph Plunk,Senior,"Tascosa (Amarillo, TX)","(Amarillo, TX)","QB, FS",192,13.7,33,,,,14
2019,"offense,scoring",188,Dominic Martinez,Junior,Orosi (CA),(CA),"TB, LB",192,13.7,32,,,,14
2019,"offense,scoring",189,John Humphreys,Senior,"Corona del Mar (Newport Beach, CA)","(Newport Beach, CA)","WR, SS",192,12.8,32,,,,15
2019,"offense,scoring",190,Avian Thomas,Senior,Boonville (MO),(MO),"RB, WR",190,17.3,31,,,,11
2019,"offense,scoring",191,Hunter Ensley,Senior,Huntingdon (TN),(TN),"FS, QB",190,14.6,31,,,,13
2019,"offense,scoring",192,Isaac Nugent,Junior,Myrtle (MS),(MS),"RB, LB",189,15.8,31,,1,,12
2019,"offense,scoring",193,Isacc Galvan,Senior,Orange (CA),(CA),"RB, CB",188,17.1,29,,,,11
2019,"offense,scoring",194,Kolbi Ferguson,Senior,"Lincoln County (Lincolnton, GA)","(Lincolnton, GA)","MLB, FB",188,15.7,31,,,0,12
2019,"offense,scoring",195,Obasanjo Sanni,Senior,"Smoky Hill (Aurora, CO)","(Aurora, CO)",RB,188,15.7,31,,,,12
2019,"offense,scoring",196,Raymond Rodriguez,Junior,"Chaffey (Ontario, CA)","(Ontario, CA)","WR, DB",188,15.7,28,,,,12
2019,"offense,scoring",197,Christavian Smith,Senior,Elysian Fields (TX),(TX),ATH,188,15.7,31,,,,12
2019,"offense,scoring",198,Tyler Kaschewski,Junior,Templeton (CA),(CA),"QB, SB",188,15.7,31,,,,12
2019,"offense,scoring",199,Luke Lehnen,Senior,"Glenwood (Chatham, IL)","(Chatham, IL)","QB, FS",188,14.5,31,,2,,13
2019,"offense,scoring",200,Rylee Anderson,Senior,Robbinsville (NC),(NC),"RB, CB",188,13.4,31,,,,14
2019,"offense,scoring",101,Isaiah Johnson,Senior,Grants (NM),(NM),"RB, SS",216,18.0,36,,,0,12
2019,"offense,scoring",102,Jeston Webskowski,Junior,Clovis (NM),(NM),"RB, CB",216,18.0,31,,,,12
2019,"offense,scoring",103,Jordan Davis,Senior,"Sheehan (Wallingford, CT)","(Wallingford, CT)","RB, WR",216,16.6,35,,,0,13
2019,"offense,scoring",104,Noah Garcia,Junior,"Cooper (Abilene, TX)","(Abilene, TX)","RB, WR",216,16.6,36,,,,13
2019,"offense,scoring",105,Rashad Amos,Senior,"Sandy Creek (Tyrone, GA)","(Tyrone, GA)",RB,216,15.4,36,,,,14
2019,"offense,scoring",106,Collin Smith,Senior,Mountain Pine (AR),(AR),"QB, SS",214,19.5,33,,,,11
2019,"offense,scoring",107,Tank Young,Junior,"Aquinas (Overland Park, KS)","(Overland Park, KS)",RB,212,19.3,35,,,,11
2019,"offense,scoring",108,Kyren Harrison,Senior,Arkadelphia (AR),(AR),"OLB, RB",212,17.7,34,,,0,12
2019,"offense,scoring",109,James Moore,Senior,"Stratford (Nashville, TN)","(Nashville, TN)","RB, QB",212,17.7,35,,,,12
2019,"offense,scoring",110,Daylen Taylor,Senior,"Indianapolis Bishop Chatard (Indianapolis, IN)","(Indianapolis, IN)","RB, MLB",212,14.1,35,,,,15
2019,"offense,scoring",111,Jonah Coleman,Sophomore,"Lincoln (Stockton, CA)","(Stockton, CA)",RB,210,19.1,35,,,,11
2019,"offense,scoring",112,Jada Byers,Senior,"St. Joseph (Hammonton, NJ)","(Hammonton, NJ)","RB, DB",210,19.1,35,,,,11
2019,"offense,scoring",113,Brian Benavides,Junior,"United South (Laredo, TX)","(Laredo, TX)",RB,210,19.1,35,,,,11
2019,"offense,scoring",114,Kyeandre Magloire,Senior,"Lake Minneola (Minneola, FL)","(Minneola, FL)",RB,210,17.5,35,,,,12
2019,"offense,scoring",115,Noah Brown,Junior,"Greenbrier West (Charmco, WV)","(Charmco, WV)","RB, MLB",210,17.5,32,,,,12
2019,"offense,scoring",116,Andre Watkins,Sophomore,"Lincoln (Los Angeles, CA)","(Los Angeles, CA)","RB, S",210,16.2,28,,,,13
2019,"offense,scoring",117,Matteo Perez,Junior,"Marin Catholic (Kentfield, CA)","(Kentfield, CA)","RB, SB",210,16.2,35,,,,13
2019,"offense,scoring",118,Malik Sherrod,Senior,"Pacifica (Oxnard, CA)","(Oxnard, CA)","RB, FS",210,14.0,35,,,,15
2019,"offense,scoring",119,K'wan Powell,Junior,Vernon (FL),(FL),"RB, FS",209,17.4,30,,11,,12
2019,"offense,scoring",120,Calel Aramboles,Senior,"California School for the Deaf (Fremont, CA)","(Fremont, CA)","RB, FS",208,20.8,33,,,0,10
2019,"offense,scoring",121,Deanthony Gatson,Sophomore,Newton (TX),(TX),"RB, SS",208,17.3,29,,,,12
2019,"offense,scoring",122,Kimoni Stanley,Junior,"Sierra (Manteca, CA)","(Manteca, CA)","RB, LB",208,16.0,34,,,,13
2019,"offense,scoring",123,Chase Ketterer,Senior,"New Prairie (New Carlisle, IN)","(New Carlisle, IN)","QB, FS",208,16.0,34,,,,13
2019,"offense,scoring",124,Marcus Crawford,Junior,"Central (Springfield, MA)","(Springfield, MA)","RB, S",207,17.3,31,,21,,12
2019,"offense,scoring",125,Christian Montes,Senior,Sudan (TX),(TX),"QB, SS",206,20.6,32,0,2,0,10
2019,"offense,scoring",126,Kobe Brish,Senior,Schuylkill Haven (PA),(PA),"RB, DB",206,18.7,34,,,,11
2019,"offense,scoring",127,Jared Banks,Senior,"Whitmer (Toledo, OH)","(Toledo, OH)",RB,206,17.2,34,,,,12
2019,"offense,scoring",128,Piotr Partyla,Senior,Lyndhurst (NJ),(NJ),"ATH, RB",206,17.2,34,,,,12
2019,"offense,scoring",129,Ronde Worrels,Junior,Princeton (IL),(IL),"RB, OLB",206,15.8,34,,,,13
2019,"offense,scoring",130,Daveon Hunter,Senior,Chandler (AZ),(AZ),RB,206,15.8,34,,,,13
2019,"offense,scoring",131,Raef Ruel,Senior,"Palmer Ridge (Monument, CO)","(Monument, CO)","RB, QB",206,14.7,34,,,,14
2019,"offense,scoring",132,Cannon Bridges,Senior,"West Lincoln (Lincolnton, NC)","(Lincolnton, NC)","OLB, RB",206,14.7,32,,,,14
2019,"offense,scoring",133,Kevorian Barnes,Junior,San Augustine (TX),(TX),"RB, SS",206,14.7,33,,,,14
2019,"offense,scoring",134,Brayden Lidgard,Senior,West Plains (MO),(MO),"RB, SB",204,18.5,34,,,,11
2019,"offense,scoring",135,Kyrie Miller,Senior,"Ligonier Valley (Ligonier, PA)","(Ligonier, PA)","RB, OLB",204,18.5,34,,,,11
2019,"offense,scoring",136,Nasir Robinson,Junior,"Penns Grove (Carneys Point, NJ)","(Carneys Point, NJ)","RB, LB",204,15.7,32,,,,13
2019,"offense,scoring",137,Sean McGovern,Senior,"Ripon Christian (Ripon, CA)","(Ripon, CA)","FS, RB",202,18.4,33,,,,11
2019,"offense,scoring",138,Kye Johnson,Senior,"Traders Point Christian (Whitestown, IN)","(Whitestown, IN)","RB, CB",202,18.4,33,1,1,,11
2019,"offense,scoring",139,Sabastian Harsh,Senior,Scottsbluff (NE),(NE),"QB, OLB",202,18.4,32,,,0,11
2019,"offense,scoring",140,Kentrel Bullock,Senior,Columbia (MS),(MS),"RB, SS",202,15.5,33,,,,13
2019,"offense,scoring",141,Savone Tutt,Junior,"Pamlico County (Bayboro, NC)","(Bayboro, NC)","RB, DB",201,18.3,30,,1,,11
2019,"offense,scoring",142,Eli Larson,Junior,St. Paul (NE),(NE),"MLB, RB",200,16.7,33,,,,12
2019,"offense,scoring",143,Zane Janiszewski,Junior,"Western Wayne (Lake Ariel, PA)","(Lake Ariel, PA)","RB, MLB",200,16.7,33,,,,12
2019,"offense,scoring",144,Chandler McCaffer,Senior,"La Serna (Whittier, CA)","(Whittier, CA)","RB, MLB",200,14.3,21,1,65,,14
2019,"offense,scoring",145,Robert Henry,Junior,Lumberton (MS),(MS),"RB, CB",200,13.3,33,,,,15
2019,"offense,scoring",146,Daniel Jezik,Senior,Coal City (IL),(IL),"OLB, RB",199,15.3,25,2,41,,13
2019,"offense,scoring",147,Mark Brownlee,Senior,"Elkhart Central (Elkhart, IN)","(Elkhart, IN)","RB, LB",198,19.8,33,,,,10
2019,"offense,scoring",148,Camron Young,Senior,"Kennedy (Richmond, CA)","(Richmond, CA)",ATH,198,19.8,33,,,,10
2019,"offense,scoring",149,Christopher Weaver,Senior,"Odyssey Institute (Buckeye, AZ)","(Buckeye, AZ)","RB, S",198,18.0,33,,,,11
2019,"offense,scoring",150,Josh Pullen,Senior,Rolesville (NC),(NC),"RB, OLB",198,18.0,33,,,,11
2019,"offense,scoring",51,Jaden Wright,Senior,"Bethesda Academy (Savannah, GA)","(Savannah, GA)","RB, OLB",242,20.2,35,,,,12
2019,"offense,scoring",52,Ethan Wright,Senior,"Manchester (Akron, OH)","(Akron, OH)","RB, QB",242,18.6,39,,,,13
2019,"offense,scoring",53,Fombo Azah,Senior,Carthage (NY),(NY),"RB, MLB",240,18.5,40,,,,13
2019,"offense,scoring",54,Trey Blair,Senior,"Haverford (Havertown, PA)","(Havertown, PA)","CB, WR",240,17.1,40,,,,14
2019,"offense,scoring",55,Isaac Hurtado,Senior,Cypress (CA),(CA),"RB, MLB",240,17.1,40,,,,14
2019,"offense,scoring",56,Will Shipley,Junior,"Weddington (Matthews, NC)","(Matthews, NC)","RB, DB",240,15.0,40,,,,16
2019,"offense,scoring",57,Treven Smith,Senior,Blountstown (FL),(FL),"RB, S",238,17.0,38,,,,14
2019,"offense,scoring",58,Omarion Hampton,Sophomore,"Cleveland (Clayton, NC)","(Clayton, NC)",ATH,236,16.9,39,,,,14
2019,"offense,scoring",59,Bobby Staley,Senior,Caruthers (CA),(CA),"RB, LB",236,15.7,37,,,0,15
2019,"offense,scoring",60,Cy Shope,Senior,Pottsboro (TX),(TX),"FS, RB",236,14.8,39,,,,16
2019,"offense,scoring",61,Kendre Miller,Senior,Mt. Enterprise (TX),(TX),"RB, OLB",234,23.4,34,,,0,10
2019,"offense,scoring",62,Kyle Thompson,Senior,"Hiawatha (Kirkland, IL)","(Kirkland, IL)",RB,234,23.4,37,,,,10
2019,"offense,scoring",63,Frank Riggio,Junior,Verona (NJ),(NJ),"RB, SS",234,19.5,39,,,,12
2019,"offense,scoring",64,Campbell Speights,Senior,"McAllen Memorial (McAllen, TX)","(McAllen, TX)",RB,234,19.5,38,,,,12
2019,"offense,scoring",65,Isaiah Brown,Senior,"Calvary Baptist Academy (Shreveport, LA)","(Shreveport, LA)","RB, LB",234,19.5,39,,,,12
2019,"offense,scoring",66,Elijah Burris,Senior,"Mountain Island Charter (Mt. Holly, NC)","(Mt. Holly, NC)","RB, OLB",234,18.0,39,,,,13
2019,"offense,scoring",67,Nate Anderson,Senior,"Rejoice Christian (Owasso, OK)","(Owasso, OK)","OLB, RB",234,18.0,39,,,,13
2019,"offense,scoring",68,Man-man Freeman,Senior,"Phoenix Christian (Phoenix, AZ)","(Phoenix, AZ)","RB, LB",234,16.7,39,,,,14
2019,"offense,scoring",69,Jaxon Smith,Senior,Rockwall (TX),(TX),WR,234,16.7,39,,,,14
2019,"offense,scoring",71,Jarquez Hunter,Junior,"Neshoba Central (Philadelphia, MS)","(Philadelphia, MS)","RB, OLB",232,16.6,38,,,,14
2019,"offense,scoring",72,Lincoln Pare,Senior,"Houston (Germantown, TN)","(Germantown, TN)","RB, SB",232,16.6,38,,,,14
2019,"offense,scoring",73,Ashton Stredick,Senior,Needville (TX),(TX),"RB, CB",230,17.7,38,,,,13
2019,"offense,scoring",74,Marquez Cooper,Senior,"Quince Orchard (Gaithersburg, MD)","(Gaithersburg, MD)",RB,230,17.7,38,,,,13
2019,"offense,scoring",75,Jackson Beaman,Senior,Lincoln (MO),(MO),"QB, FS",230,16.4,38,,,,14
2019,"offense,scoring",76,L.J. Johnson,Junior,"Cy-Fair (Cypress, TX)","(Cypress, TX)",RB,228,19.0,38,,,,12
2019,"offense,scoring",77,Matthew Pemberton,Senior,"South View (Hope Mills, NC)","(Hope Mills, NC)","ATH, RB",228,17.5,36,,,,13
2019,"offense,scoring",78,Jaden Shirden,Senior,"St. Joseph (Trumbull, CT)","(Trumbull, CT)",RB,228,17.5,38,,,,13
2019,"offense,scoring",79,Lionel Long,Senior,Reidsville (NC),(NC),"RB, ILB",228,15.2,38,,,,15
2019,"offense,scoring",80,Jamari Chisolm,Junior,Barnwell (SC),(SC),RB,228,15.2,38,,,,15
2019,"offense,scoring",81,Kz Adams,Sophomore,"Gray Collegiate Academy (West Columbia, SC)","(West Columbia, SC)","RB, WR",226,17.4,37,,,,13
2019,"offense,scoring",82,Dezmond Forrest,Junior,Weatherford (TX),(TX),"RB, WR",224,20.4,37,,,,11
2019,"offense,scoring",83,Wesley Kommer,Senior,"Thurston (Springfield, OR)","(Springfield, OR)","RB, LB",224,17.2,37,,,,13
2019,"offense,scoring",84,Mitjonta Stanley,Senior,"John A. Holmes (Edenton, NC)","(Edenton, NC)","RB, DB",224,17.2,37,,,,13
2019,"offense,scoring",85,Anderson Castle,Senior,"Watauga (Boone, NC)","(Boone, NC)","QB, FS",224,14.9,36,,,,15
2019,"offense,scoring",86,Trey Cross,Junior,"Greenwood (Midland, TX)","(Midland, TX)","RB, OLB",224,14.9,37,,,,15
2019,"offense,scoring",87,Gunner Ragsdale,Senior,Decatur (TX),(TX),"RB, FS",222,17.1,37,,,,13
2019,"offense,scoring",88,"David ""DM3"" Moore III",Senior,"Pine Creek (Colorado Springs, CO)","(Colorado Springs, CO)","RB, CB",222,17.1,37,,,,13
2019,"offense,scoring",89,DaMonta Witherspoon,Senior,East St. Louis (IL),(IL),"RB, SS",222,15.9,34,,,,14
2019,"offense,scoring",90,Joel Hinson,Senior,Detroit (TX),(TX),"RB, SS",220,18.3,32,,,,12
2019,"offense,scoring",91,Johnny Richardson,Senior,Lake Wales (FL),(FL),"RB, CB",220,16.9,35,,,,13
2019,"offense,scoring",92,Isiah Chandler,Senior,"Itawamba Agricultural (Fulton, MS)","(Fulton, MS)",RB,220,15.7,34,,,,14
2019,"offense,scoring",93,Kevin Daniels,Senior,Glendale (AZ),(AZ),"RB, WR",218,19.8,35,,,,11
2019,"offense,scoring",94,Aaron Dumas,Junior,"Americas (El Paso, TX)","(El Paso, TX)",RB,218,18.2,36,,,,12
2019,"offense,scoring",95,Matt Jones,Junior,"Jackson Prep (Jackson, MS)","(Jackson, MS)","RB, DB",218,18.2,36,,,,12
2019,"offense,scoring",96,Noah Palm,Senior,"Cocalico (Denver, PA)","(Denver, PA)","QB, FS",218,16.8,36,,,,13
2019,"offense,scoring",97,Tyriq Lewis,Senior,"Downingtown West (Downingtown, PA)","(Downingtown, PA)","RB, CB",218,15.6,36,,,0,14
2019,"offense,scoring",98,Tanner Wirth,Sophomore,"Pewamo-Westphalia (Pewamo, MI)","(Pewamo, MI)","RB, OLB",218,15.6,27,2,50,,14
2019,"offense,scoring",99,KD Carter,Sophomore,Noxapater (MS),(MS),"QB, FS",218,14.5,35,,,,15
2019,"offense,scoring",100,Ivan Robledo,Sophomore,St. Helena (CA),(CA),"RB, MLB",216,19.6,33,,,,11
2019,"offense,scoring",451,Jacob Lee,Junior,Azle (TX),(TX),"WR, RB",156,13.0,26,,,,12
2019,"offense,scoring",452,Beau Psencik,Senior,"Lutheran South Academy (Houston, TX)","(Houston, TX)","RB, S",156,13.0,26,,,0,12
2019,"offense,scoring",453,Erik Hernandez,Junior,"Castle Park (Chula Vista, CA)","(Chula Vista, CA)","RB, WR",156,13.0,26,,,,12
2019,"offense,scoring",454,Nolton Shelvin,Senior,"East Chambers (Winnie, TX)","(Winnie, TX)","RB, DB",156,13.0,26,,,,12
2019,"offense,scoring",455,Steven Montgomery,Senior,"Alexander Central (Taylorsville, NC)","(Taylorsville, NC)","RB, DB",156,13.0,26,,,,12
2019,"offense,scoring",456,Toby Brogan,Junior,Greensburg (IN),(IN),"QB, FS",156,13.0,26,,,0,12
2019,"offense,scoring",457,Nahjee Adams,Junior,"Easton Area (Easton, PA)","(Easton, PA)","RB, CB",156,12.0,26,,,0,13
2019,"offense,scoring",458,Gavin Acrey,Senior,"Crater (Central Point, OR)","(Central Point, OR)","RB, OLB",156,12.0,26,,,,13
2019,"offense,scoring",459,Lucas Eckles,Junior,"Summit Christian Academy (Lee's Summit, MO)","(Lee's Summit, MO)","SS, WR",156,12.0,26,,,0,13
2019,"offense,scoring",460,Treyvion Holly,Freshman,"Union Parish (Farmerville, LA)","(Farmerville, LA)","RB, WR",156,12.0,25,,,,13
2019,"offense,scoring",461,Nicholas Gardinera,Junior,"Scripps Ranch (San Diego, CA)","(San Diego, CA)","RB, OLB",156,12.0,26,,,0,13
2019,"offense,scoring",462,Brett Tinker,Senior,Pierce (NE),(NE),"FB, MLB",156,12.0,26,,,0,13
2019,"offense,scoring",463,Adam Burd,Junior,Lawrenceburg (IN),(IN),"QB, RB",156,12.0,26,,,,13
2019,"offense,scoring",464,Colton Brown,Sophomore,"Heritage Christian (Indianapolis, IN)","(Indianapolis, IN)","RB, FS",156,12.0,26,,,,13
2019,"offense,scoring",465,Daniel Trujillo,Senior,Lindsay (CA),(CA),"RB, OLB",156,12.0,26,,,,13
2019,"offense,scoring",466,Everson Bozeman,Senior,"Venice (Los Angeles, CA)","(Los Angeles, CA)","RB, WR",156,12.0,26,,,,13
2019,"offense,scoring",467,Jermiah Dobbins,Senior,"Estacado (Lubbock, TX)","(Lubbock, TX)","RB, RB",156,12.0,26,,,,13
2019,"offense,scoring",468,Trabron Russell,Senior,Manteca (CA),(CA),RB,156,12.0,25,,,,13
2019,"offense,scoring",469,Donovan Eaglin,Senior,Manvel (TX),(TX),RB,156,11.1,26,,,,14
2019,"offense,scoring",470,Jayden Frazier,Senior,"King's Academy (Sunnyvale, CA)","(Sunnyvale, CA)",,156,11.1,27,,,,14
2019,"offense,scoring",471,Cam Wiedemann,Junior,"Shiloh Christian (Springdale, AR)","(Springdale, AR)","RB, MLB",156,10.4,25,,,,15
2019,"offense,scoring",472,Jorge Hernandez,Junior,Canoga Park (CA),(CA),"RB, LB",156,10.4,26,,,,15
2019,"offense,scoring",473,Khal Stephen,Junior,"Seeger (West Lebanon, IN)","(West Lebanon, IN)","QB, DB",155,15.5,21,,23,,10
2019,"offense,scoring",474,Fulk Jake,Senior,Churubusco (IN),(IN),RB,154,15.4,22,,,,10
2019,"offense,scoring",475,Mike Martin,Senior,Franklinton (LA),(LA),"RB, WR",154,15.4,24,,,,10
2019,"offense,scoring",476,Jaydon Brooks,Sophomore,Princeton (NC),(NC),"RB, DB",154,14.0,22,,,,11
2019,"offense,scoring",477,Tre'quan Hilton,Junior,"Northside Christian (St. Petersburg, FL)","(St. Petersburg, FL)","RB, DB",154,14.0,25,,,,11
2019,"offense,scoring",478,Logan Mcpherson,Senior,"Westside (Jonesboro, AR)","(Jonesboro, AR)",RB,154,14.0,24,,,,11
2019,"offense,scoring",479,Zach Napovanice,Senior,"Mater Dei (Breese, IL)","(Breese, IL)","WR, S",154,12.8,25,,,,12
2019,"offense,scoring",480,Elijah Kelsey,Sophomore,Moreno Valley (CA),(CA),"CB, RB",154,12.8,23,,,,12
